,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
2230,I230403_000015,"Trigger: SAP Solman detect problem on M10~JAVA~s101a229_M10_11 such as P101P0VH
Responsible team: CORP_ISC_SAP
Trigger description: 20230403050206;M10~JAVA~s101a229_M10_11;005056A5D24B1EDDB4B97D75F272DFF9;P101P0VH;Critical;
Opened at: 1680490
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680490, RT:CORP_ISC_SAP, TriggerValue:M10~JAVA~s101a229_M10_11 such as P101P0VH
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1039953229",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2231,I230403_000025,"Trigger: Interface eth6(): High bandwidth usage (>90% )
Responsible team: CORP_ISC_Network
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface eth6(), RT:CORP_ISC_Network
Host: NAC294A
Host group: NACI, Network/Portage, Portage/Network
Host description: 
Zabbix event ID: 1040033223",Incidents/Infrastructure/Network/NAC,NAC294A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2232,I230401_000046,"Trigger: High memory utilization (>90% for 5m)
Responsible team: CORP_ISC_NIX
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SUTP98A
Host group: Gurnee/Linux, Linux/Gurnee, ZABX
Host description: 
Zabbix event ID: 1038326866",Incidents/Infrastructure/Network/Monitoring,SUTP98A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2233,I230401_000008,"Trigger: High memory utilization (>90% for 5m)
Responsible team: CORP_ISC_NIX
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SBTP99A
Host group: Beinheim/Linux, Linux/Beinheim, ZABX
Host description: 
Zabbix event ID: 1038014384",Incidents/Infrastructure/Network/Monitoring,SBTP99A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2234,I230401_000010,"Trigger: SAP Solman detect problem on E0000006 such as Long-Running Blocking Situations
Responsible team: CORP_ISC_SAP
Trigger description: 20230401054925;E0000006;005056A5D24B1EEDB488065A8915C570;Long-Running Blocking Situations;Medium;Long running blocking situations have been detected. Review blocking and blocked transaction and cancel one of them if appropriate.<br />URL:DBA_COCKPITNo URL for application DBA Cockpit matches specified filters Please also refer to SAP note 1999998 - FAQ: SAP HANA Lock Analysis
Opened at: 1680321
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680321, RT:CORP_ISC_SAP, TriggerValue:E0000006 such as Long-Running Blocking Situations
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1038030106",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2235,I230401_000013,"Trigger: SAP Solman detect problem on s118a23 such as EVENT_ID_1945
Responsible team: CORP_ISC_SAP
Trigger description: 20230401062023;s118a23;005056A5D24B1EEDB48890D0F5213D9B;EVENT_ID_1945;Critical;
Opened at: 1680322
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680322, RT:CORP_ISC_SAP, TriggerValue:s118a23 such as EVENT_ID_1945
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1038054457",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2236,I230401_000014,"Trigger: High memory utilization (>90% for 5m)
Responsible team: CORP_ISC_NIX
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SVTP98A
Host group: Linux/Vecquemont, Vecquemont/Linux, ZABX
Host description: 
Zabbix event ID: 1038073393",Incidents/Infrastructure/Network/Monitoring,SVTP98A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2237,I230331_000240,"Trigger: High memory utilization (>90% for 5m)
Responsible team: CORP_ISC_NIX
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SWTP98A
Host group: Linux/Vic Sur Aisne, Vic Sur Aisne/Linux, ZABX
Host description: 
Zabbix event ID: 1037724029",Incidents/Infrastructure/Network/Monitoring,SWTP98A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2238,I230331_000247,"Trigger: Location Gurnee Ark Logistics unavailable
Responsible team: CORP_ISC_Network
Trigger description: Network device FWE929 is not responding to ICMP request.
Trigger severity: Disaster
Trigger nseverity: 5
Trigger tags: Application:Location, RT:CORP_ISC_Network
Host: SAEUA02C
Host group: Azure/Linux, Linux/Azure, ZABX
Host description: 
Zabbix event ID: 1037783391",Incidents/Infrastructure/System/Server,SAEUA02C,CORP_ISC_L1,1 - High,1.0,2 h office
2239,I230401_000019,"Trigger: Event ID - 10029 Event - The activation of the CLSID {752073A1-23F2-4396-85F0-8FDB879ED0ED} timed out waiting for the service TrustedInstaller to stop.
Responsible team: CORP_ISC_Wintel
Trigger description: The activation of the CLSID {752073A1-23F2-4396-85F0-8FDB879ED0ED} timed out waiting for the service TrustedInstaller to stop.
Opened at: 1680326
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-DistributedCOM, Application:Event log System, EVENT_ID:10029, Host:S202A68, Opened at:1680326, RT:CORP_ISC_Wintel
Host: S202A68
Host group: Benifayo Espana/Windows, VPMS, Windows/Benifayo Espana
Host description: 
Zabbix event ID: 1038105659",Incidents/Infrastructure/System/RDS,S202A68,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2240,I230401_000050,"Trigger: Host has been restarted (uptime < 15m)
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Wintel
Host: S210V103
Host group: Keokuk/Windows, VSRV, Windows/Keokuk
Host description: 
Zabbix event ID: 1038351013",Incidents/Infrastructure/System/Hyper-V,S210V103,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2241,I230403_000062,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-260-CSV12' ('CLU-GEO-260-CSV12') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-260-CSV12' ('CLU-GEO-260-CSV12') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1680503
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S260V104, Opened at:1680503, RT:CORP_ISC_Wintel
Host: S260V104
Host group: ST/Windows, VSRV, Windows/ST
Host description: 
Zabbix event ID: 1040102830",Incidents/Infrastructure/System/Hyper-V,S260V104,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2242,I230401_000063,"Trigger: High swap space usage (less than 50% free)
Responsible team: CORP_ISC_NIX
Trigger description: This trigger is ignored, if there is no swap configured
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SBTP99A
Host group: Beinheim/Linux, Linux/Beinheim, ZABX
Host description: 
Zabbix event ID: 1038510783",Incidents/Infrastructure/Network/Monitoring,SBTP99A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2243,I230401_000026,"Trigger: ""spoold"" (NetBackup Deduplication Engine) is not running (startup type automatic)
Responsible team: CORP_ISC_Wintel
Trigger description: The service has a state other than ""Running"" for the last three times.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Services, RT:CORP_ISC_Wintel
Host: S208S11
Host group: Gurnee/Windows, SARE, Windows/Gurnee
Host description: 
Zabbix event ID: 1038187833",Incidents/Infrastructure/ERP/Backup,S208S11,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2244,I230401_000017,"Trigger: PivotalCheck error: 3/31/2023 6:58 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Responsible team: CORP_ISC_Wintel
Trigger description: 3/31/2023 6:58 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Opened at: 1680325
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:PivotalCheck, Application:Event log Application, Content, EVENT_ID:9001, Host:S260A13, Opened at:1680325, RT:CORP_ISC_Wintel
Host: S260A13
Host group: PIVO, ST/Windows, Windows/ST
Host description: 
Zabbix event ID: 1038088114",Incidents/Infrastructure/System/Pivotal,S260A13,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2245,I230402_000005,"Trigger: SAP Solman detect problem on IXI~JAVA such as Java System not available
Responsible team: CORP_ISC_SAP
Trigger description: 20230402052905;IXI~JAVA;005056A5D24B1EEDB4A0D0B014B65ED6;Java System not available;Critical;The availability checks to J2EE system IXI failed. Please check the alert details to see which components did not respond.
Opened at: 1680406
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680406, RT:CORP_ISC_SAP, TriggerValue:IXI~JAVA such as Java System not available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1039024452",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2246,I230402_000006,"Trigger: SAP Solman detect problem on IXI~JAVA~seaq41s_IXI_11 such as Java instance not available
Responsible team: CORP_ISC_SAP
Trigger description: 20230402052905;IXI~JAVA~seaq41s_IXI_11;005056A5D24B1EEDB4A0D0B014B63ED6;Java instance not available;High;The J2EE instance seaq41s_IXI_11 or parts of it are not running. Please check the alert details to see which components do not respond. Restart the instance if necessary.Analysis Tools:View instance status in http://seap50a.roquette.corp.priv:51113/sapmc/sapmc.html?SID=IXI&NR=11&HOST=seaq41s SAP Management Console.Manually check the http://seaq41s.roquette.corp.priv:51100/ Http availability of the instance.
Opened at: 1680406
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680406, RT:CORP_ISC_SAP, TriggerValue:IXI~JAVA~seaq41s_IXI_11 such as Java instance not available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1039024429",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2247,I230402_000077,"Trigger: Location Stockport unavailable
Responsible team: CORP_ISC_Network
Trigger description: Network device FWE635 is not responding to ICMP request.
Trigger severity: Disaster
Trigger nseverity: 5
Trigger tags: Application:Location, RT:CORP_ISC_Network
Host: SAEUA02C
Host group: Azure/Linux, Linux/Azure, ZABX
Host description: 
Zabbix event ID: 1039622706",Incidents/Infrastructure/Network/Monitoring,SAEUA02C,CORP_ISC_L1,1 - High,1.0,ISC SLA INC P1
2248,I230402_000023,"Trigger: AF/REMOTE Critical alert: MQSeries##Critical##AIOM##ERREUR_CHANNEL##SAXERMQ##ERREUR_CHANNEL     5     MQI006015E 10:13:29 TCP/IP CONNECTION ERROR CHANNEL ID: MQ1C011.TO.MQ6EZZP
Responsible team: CORP_EXP_MAIN
Trigger description: MQSeries##Critical##AIOM##ERREUR_CHANNEL##SAXERMQ##ERREUR_CHANNEL     5     MQI006015E 10:13:29 TCP/IP CONNECTION ERROR CHANNEL ID: MQ1C011.TO.MQ6EZZP
Opened at: 1680423
Trigger severity: Disaster
Trigger nseverity: 5
Trigger tags: Application:AF/Remote, Message:ERREUR_CHANNEL     5     MQI006015E 10:13:29 TCP/IP CONNECTION ERROR CHANNEL ID: MQ1C011.TO.MQ6EZZP, Node:MQSeries, Object:ERREUR_CHANNEL, Opened at:1680423, OrigObject:ERREUR_CHANNEL, Procedure:SAXERMQ, RT:CORP_EXP_MAIN, Severity:Critical
Host: S101A602
Host group: Lestrem/Windows, SUMA, Windows/Lestrem
Host description: 
Zabbix event ID: 1039215804",Incidents/Infrastructure/ERP/Mainframe,S101A602,CORP_ISC_L1,1 - High,1.0,2 h office
2249,I230405_000281,"Trigger: SAP Solman detect problem on B0000005 such as New OOM Trace Files
Responsible team: CORP_ISC_SAP
Trigger description: 20230406010620;B0000005;005056A5D24B1EEDB580CF6B199FD532;New OOM Trace Files;High;New Out-of-Memory trace files were detected. This indicates that new Out-of-Memory situations have occurred. Note that new OOM trace files are not written if the last OOM trace file was already written on the same day.Please check SAP note 1999997 - 'FAQ: SAP HANA Memory' for more information on memory issues.
Opened at: 1680736
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680736, RT:CORP_ISC_SAP, TriggerValue:B0000005 such as New OOM Trace Files
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042569953",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2250,I230406_000066,"Trigger: PivotalCheck error: 4/5/2023 7:35 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Responsible team: CORP_ISC_Wintel
Trigger description: 4/5/2023 7:35 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Opened at: 1680762
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:PivotalCheck, Application:Event log Application, Content, EVENT_ID:9001, Host:S260A13, Opened at:1680762, RT:CORP_ISC_Wintel
Host: S260A13
Host group: PIVO, ST/Windows, Windows/ST
Host description: 
Zabbix event ID: 1042842179",Incidents/Infrastructure/System/Pivotal,S260A13,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2251,I230406_000059,"Trigger: SAP Solman detect problem on M10 such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230406080933;M10;005056A5D24B1EDDB588333232C0D4DD;ASE Database available;High;The availability checks for database M10 have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1680761
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680761, RT:CORP_ISC_SAP, TriggerValue:M10 such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042825910",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2252,I230406_000089,"Trigger: SAP Solman detect problem on PRD~ABAP~seap09a_PRD_01 such as High ABAP Memory Usage
Responsible team: CORP_ISC_SAP
Trigger description: 20230406093030;PRD~ABAP~seap09a_PRD_01;005056A5D24B1EDDB5899D36BEBB9A41;High ABAP Memory Usage;Medium;A high memory utilization has been detected on the ABAP instance seap09a_PRD_01.Analysis Tools:Check the current memory status on this instance with https://seap07a.roquette.corp.priv:8001/sap/bc/gui/sap/its/webgui?%7etransaction=ST02&sap-language=EN&sap-client=450 transaction ST02
Opened at: 1680766
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680766, RT:CORP_ISC_SAP, TriggerValue:PRD~ABAP~seap09a_PRD_01 such as High ABAP Memory Usage
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042884862",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2253,I230406_000092,"Trigger: High memory utilization (used > 95%)
Responsible team: CORP_ISC_NIX
Trigger description: The system is running out of free memory.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SESP01B
Host group: Lestrem/Linux, Linux/Lestrem, SARE
Host description: 
Zabbix event ID: 1042886912",Incidents/Infrastructure/System/Server,SESP01B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2254,I230405_000250,"Trigger: SAP Solman detect problem on M03 such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230405183608;M03;005056A5D24B1EEDB4F9FEFF2BA1E380;ASE Database available;High;The availability checks for database M03 have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1680712
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680712, RT:CORP_ISC_SAP, TriggerValue:M03 such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042335081",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2255,I230406_000022,"Trigger: SAP Solman detect problem on E0000006 such as Long-Running Blocking Situations
Responsible team: CORP_ISC_SAP
Trigger description: 20230406054436;E0000006;005056A5D24B1EDDB585AB3903669C87;Long-Running Blocking Situations;Medium;Long running blocking situations have been detected. Review blocking and blocked transaction and cancel one of them if appropriate.<br />URL:DBA_COCKPITNo URL for application DBA Cockpit matches specified filters Please also refer to SAP note 1999998 - FAQ: SAP HANA Lock Analysis
Opened at: 1680752
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680752, RT:CORP_ISC_SAP, TriggerValue:E0000006 such as Long-Running Blocking Situations
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042738456",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2256,I230406_000023,"Trigger: Job JOBS.CALCSTAT_FEX_0002_71; in workflow CALSTAT_FEX_0002; completed with status ENDED_CANCEL - manually canceled;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_CANCEL - manually canceled;1850;0000000000000000;CALSTAT_FEX_0002;JOBP;0420940986;JOBS.CALCSTAT_FEX_0002_71;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_CANCEL - manually canceled;1850;0000000000000000;CALSTAT_FEX_0002;JOBP;0420940986;JOBS.CALCSTAT_FEX_0002_71;P3, Opened at:1680752, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1042738491",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2257,I230406_000026,"Trigger: SAP Solman detect problem on ID2~UNSPECIFIC such as ITESOFT Instance Status
Responsible team: CORP_ISC_SAP
Trigger description: 20230406060709;ID2~UNSPECIFIC;005056A5D24B1EEDB586102989A8EF5C;ITESOFT Instance Status;Critical;
Opened at: 1680754
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680754, RT:CORP_ISC_SAP, TriggerValue:ID2~UNSPECIFIC such as ITESOFT Instance Status
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042753716",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2258,I230406_000044,"Trigger: SAP Solman detect problem on s260a70 such as EVENT_ID_1945
Responsible team: CORP_ISC_SAP
Trigger description: 20230406072031;s260a70;005056A5D24B1EEDB587580608ED0B38;EVENT_ID_1945;Critical;
Opened at: 1680758
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680758, RT:CORP_ISC_SAP, TriggerValue:s260a70 such as EVENT_ID_1945
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042797922",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2259,I230407_000087,"Trigger: Event ID - 1 Event - 2023-04-07_10:00 D:\FTP\BACKUP\FORTINET\Lower-Gwynedd\FWI299\FWI299_*                       0005 0001 0005 - Path not found
Responsible team: CORP_ISC_Wintel
Trigger description: 2023-04-07_10:00 D:\FTP\BACKUP\FORTINET\Lower-Gwynedd\FWI299\FWI299_*                       0005 0001 0005 - Path not found
Opened at: 1680854
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: App_Source:Manage_Network_and_Security_Backups, Application:Event log Application, EVENT_ID:1, Host:S101A714, Opened at:1680854, RT:CORP_ISC_Wintel
Host: S101A714
Host group: Lestrem/Windows, TFTPOTMASTRM, Windows/Lestrem
Host description: 
Zabbix event ID: 1043790165",Incidents/Infrastructure/System/Server,S101A714,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2260,I230405_000271,"Trigger: High swap space usage (less than 50% free)
Responsible team: CORP_ISC_NIX
Trigger description: This trigger is ignored, if there is no swap configured
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Memory, RT:CORP_ISC_NIX
Host: SWTP99A
Host group: Linux/Vic Sur Aisne, Vic Sur Aisne/Linux, ZABX
Host description: 
Zabbix event ID: 1042490783",Incidents/Infrastructure/Network/Monitoring,SWTP99A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2261,I230406_000014,"Trigger: SAP Solman detect problem on M10~JAVA~s101a229_M10_11 such as P101P0X1
Responsible team: CORP_ISC_SAP
Trigger description: 20230406041838;M10~JAVA~s101a229_M10_11;005056A5D24B1EDDB5842AFE78D17546;P101P0X1;Critical;
Opened at: 1680747
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680747, RT:CORP_ISC_SAP, TriggerValue:M10~JAVA~s101a229_M10_11 such as P101P0X1
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1042685723",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2262,I230407_000054,"Trigger: Event ID - 1065 Event - The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Responsible team: CORP_ISC_Wintel
Trigger description: The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Opened at: 1680849
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-GroupPolicy, Application:Event log System, EVENT_ID:1065, Host:S202A68, Opened at:1680849, RT:CORP_ISC_Wintel
Host: S202A68
Host group: Benifayo Espana/Windows, VPMS, Windows/Benifayo Espana
Host description: 
Zabbix event ID: 1043730154",Incidents/Infrastructure/System/RDS,S202A68,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2263,I230407_000055,"Trigger: Zabbix agent is not running
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent, but host is available by ping.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S202A80
Host group: Benifayo Espana/Windows, TMES, Windows/Benifayo Espana
Host description: 
Zabbix event ID: 1043730319",Incidents/Infrastructure/System/Manufacturing Apps,S202A80,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2264,I230406_000242,"Trigger: Event ID - 1 Event - 2023-01-27_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Responsible team: CORP_ISC_Wintel
Trigger description: 2023-01-27_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Opened at: 1680811
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: App_Source:Manage_Network_and_Security_Backups, Application:Event log Application, EVENT_ID:1, Host:S101A714, Opened at:1680811, RT:CORP_ISC_Wintel
Host: S101A714
Host group: Lestrem/Windows, TFTPOTMASTRM, Windows/Lestrem
Host description: 
Zabbix event ID: 1043345689",Incidents/Infrastructure/System/Server,S101A714,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2265,I230407_000001,"Trigger: Event ID - 1 Event - 2023-01-28_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Responsible team: CORP_ISC_Wintel
Trigger description: 2023-01-28_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Opened at: 1680828
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: App_Source:Manage_Network_and_Security_Backups, Application:Event log Application, EVENT_ID:1, Host:S101A714, Opened at:1680828, RT:CORP_ISC_Wintel
Host: S101A714
Host group: Lestrem/Windows, TFTPOTMASTRM, Windows/Lestrem
Host description: 
Zabbix event ID: 1043507765",Incidents/Infrastructure/System/Server,S101A714,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2266,I230406_000194,"Trigger: Interface Gi3/0/8(C101PBSB): VLAN has been changed to 888
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:Interface Gi3/0/8(C101PBSB)
Host: SWE270A
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1043130286",Incidents/Infrastructure/Network/LAN,SWE270A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2267,I230407_000004,"Trigger: SAP Solman detect problem on E0000006 such as Percentage of Transactions Blocked
Responsible team: CORP_ISC_SAP
Trigger description: 20230407031029;E0000006;005056A5D24B1EDDB59C1FB8E46317FD;Percentage of Transactions Blocked;Medium;A high percentage of transactions are blocked.<br />Investigate blocking and blocked transactions and if appropriate cancel some of them.Please also refer to SAP note 1999998 - FAQ: SAP HANA Lock Analysis
Opened at: 1680829
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680829, RT:CORP_ISC_SAP, TriggerValue:E0000006 such as Percentage of Transactions Blocked
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1043526604",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
